claim,label
"No,  la vacuna de Pfizer no ha sido elaborada en China y esta foto es de un inhalador",fake
Son falsas varias afirmaciones del médico Luis Martínez que circulan en videos virales,fake
San falsas las afirmaciones sobre el proyecto de ley de vacunas de la médica Pamela Mas,fake
"Las afirmaciones falsas del video de María José Martínez Albarracín,  miembro del grupo negacionista 'Médicos por la Verdad España',  sobre la vacuna de la gripe y la COVID-19",fake
"No,  no es cierto que no haya ninguna vacuna autorizada en Europa frente a la COVID-19: la web del Ministerio de Sanidad estaba desactualizada",fake
"No,  no se está vacunando a niños en un colegio de Villamartín (Cádiz) sin el permiso de sus padres y tampoco se está vacunando en España contra el coronavirus",fake
"No,  la Junto de Andalucía no ha suspendido las clases por la segunda ola de COVID-19 a fecha de 29 de octubre de 2020",fake
"""Covid-19 es un plan internacional para el control y reducción de las poblaciones, planeficado hace décadas y lanzado en el 2020""",fake
Ecuador descubre la cura para el coronavirus,fake
"No,  la vacuna contra el coronavirus ‘no está produciendo SIDA’ en Australia",fake
El bulo que usa cifras falsas o descontextualizadas para afirmar que es más peligrosa la vacuna que la COVID-19,fake
"No,  la FDA no advierte de “la muerte” como posible efecto secundario de la vacuna de Pfizer contra el coronavirus",fake
El bulo de que la vacunación contra la COVID-19 se va a posponer en Andalucía porque la Junta ha comprado jeringuillas que no sirven,fake
"No se han descubierto “1.000 vacunados” contra la COVID-19 “muertos” en Inglaterra,  es una publicación de una web satírica",fake
"No,  no es cierto que ‘cualquier vacuna que necesita ser transportada y almacenada a -80 grados no es una vacuna’ sino un agente que ‘transfiere material genético’",fake
"No,  la nueva variante del SARS-CoV-2 aparecida en Reino Unido no está relacionada con la vacuna de Pfizer",fake
"No,  no está demostrado que las pastillas de la alergia curen la COVID-19 o eviten el contagio",fake
Nos preguntáis por el vídeo de un enfermero de El Paso (Texas) que recibe una vacuna contra la COVID-19 sin dosis,fake
Seis declaraciones falsas de la médica Karina Sarno sobre la pandemia,fake
El mensaje falso en el que se afirma que las PCR “no diferenciaban la COVID-19 de la gripe” hasta ahora,fake
El responsable de Sanidad de Suiza no visitó un hospital con maniquís en las camas ,fake
"No,  esta foto de Adriana Lastra (PSOE) sin mascarilla en una peluquería no es actual,  es de 2019",fake
"No,  ninguna enfermera ha muerto por aplicarse la vacuna contra COVID-19",fake
Detector: la enfermera que se desmayó tras ponerse la vacuna de Pfizer no se murió,fake
"Es falso que un estudio publicado en Nature ""demuestre"" que los asintomáticos no transmiten la COVID",fake
Es engañoso decir que la vacuna Sputnik V no es apta para mayores de 60 años,fake
"No,  esta infografía que anuncia nuevas medidas sobre la COVID-19 en Cataluña no es un documento de la Generalitat",fake
Detector: el ibuprofeno alivia síntomas pero no evita muertes por covid,fake
Por qué los casos de parálisis facial y las reacciones alérgicas por la vacuna de Pfizer no preocupan a los reguladores,fake
"La FDA no ha admitido que la vacuna contra la COVID-19 cause “infartos,  convulsiones y trombos”",fake
Por qué echar Coca-Cola en un test de coronavirus no prueba que no funcionen para diagnosticar COVID-19,fake
"Detector: otra vez,  las seis muertes de voluntarios de ensayos de Pfizer no fueron por la vacuna",fake
"Estos dichos sobre COVID atribuidos a Médicos por la verdad Canadá son falsos,  no tienen sustento",fake
Detector a otra cadena engañosa sobre el covid y el pH,fake
"No, no se ha descubierto que la vacuna contra la COVID-19 ""destruya nuestro sistema inmunológico de forma permanente""",fake
"No,  'el organismo regulador suizo' no ha prohibido 'la vacuna ARN que viene de Alemania'",fake
"No,  una voluntaria de la vacuna de Pfizer contra el coronavirus no ha advertido de sus efectos secundarios 'muy severos' tras la segunda dosis y la fiebre que tuvo no se considera una reacción grave",fake
"No,  el niño de la camiseta amarilla que aparece en la foto de esta familia de inmigrantes turcos en Alemania no es Ugur Sahin,  el cofundador de BioNTech,  la empresa que ha desarrollado la vacuna de la COVID-19 con Pfizer",fake
"No,  esta imagen de Margaret Keenan,  la primera mujer vacunada contra el coronavirus en Reino Unido,  no es del 22 de octubre de 2020",fake
"No,  ni el expresidente ni el exvicepresidente de la farmacéutica Pfizer han dicho sobre el coronavirus que 'no hay necesidad de vacuna,  la pandemia ha terminado'",fake
"Gates no profetizó la pandemia ni provocó esterilizaciones,  es falso lo que dijo la legisladora italiana",fake
"Bill Gates no 'apagará tu chip' para matarte de hambre,  eso es falso",fake
Cuatro desinformaciones sobre las vacunas contra el Covid-19,fake
"Doctora dio datos falsos,  manipulados y sin contexto sobre COVID en entrevista con universidad de Querétaro",fake
"No,  no hay evidencias de que la vacuna anticovid de Pfizer provoque “infertilidad indefinida”",fake
Detector: La OMS no recomienda el uso de tapabocas para hacer ejercicio,fake
"No,  el consumo razonable de alcohol no compromete la respuesta inmune a la vacuna rusa contra el coronavirus,  ni a ninguna otra",fake
No hay evidencias que vinculen la vacuna de Pfizer con la causa de la muerte de seis personas que participaron en sus ensayos clínicos,fake
"Según Gollán,  un estudio publicado en Nature dice que “los pacientes asintomáticos tienen bajísima o casi nula capacidad de contagio”",fake
Detector a imagen engañosa sobre las vacunas,fake
Luciferasa y modificación de ADN: dos mentiras sobre la vacuna del COVID-19,fake
Detector: eI Instituto de Virología de Wuhan no tiene relación con las farmacéuticas GSK y Pfizer,fake
Las afirmaciones falsas de Arturo Vinuesa sobre el coronavirus y la COVID-19,fake
Es falso que hayan muerto 42 de los primeros 100 vacunados en la Argentina,fake
"Las vacunas que utilizan adenovirus,  como Sputnik V,  no se integrarán a tu genética",fake
Las falsedades de la infografía que vincula las radiaciones de alta frecuencia con la COVID-19 persistente,fake
Declaraciones de la ‘Coalición Mundial por la Salud y la Vida’ sobre COVID-19 son engañosas,fake
No es necesario verificar los datos del padrón electoral para recibir la vacuna contra el coronavirus,fake
"No,  la decisión de un tribunal portugués en Azores no ha supuesto “levantar el confinamiento” del paí",fake
Es falso que un documento del Banco Mundial pruebe que el COVID fue planeado desde 2017,fake
Las afirmaciones falsas del audio negacionista que dice que la pandemia fue creada por “un programa de activación de patógenos por campos magnéticos” y no por un virus,fake
"Detector: No,  la vacuna de ARN mensajero no es para esterilizar a la humanidad",fake
La foto de sanitarios trasladando un “cadáver ultraligero” no revela el “engaño” de la pandemia: es una representación para un banco de imágenes,fake
Detector: El azúcar no potencia el covid ni el dióxido de cloro es la solución al virus,fake
Es falso que las pruebas PCR encuentren “cualquier cosa” y no sirvan para detectar el nuevo coronavirus,fake
Detector: Bill Gates no dijo que 770 mil muertes por la vacuna de covid sea un buen resultado,fake
"Las afirmaciones falsas y negacionistas de Ana María Oliva sobre el SARS-CoV-2 y la pandemia por COVID-19, ",fake
"No,  la vicepresidenta de Venezuela,  Delcy Rodríguez,  no ha dicho en un vídeo que se va a «pausar» el coronavirus en su país",fake
"No,  ni las comunidades autónomas ni los hospitales reciben 2.500 euros cada vez que un paciente da positivo en COVID-19 en una prueba PCR como dice este vídeo",fake
Es falso que en Alemania ya no haya camas disponibles para atender a víctimas de COVID,fake
Es falso que el tapabocas cultive hongos y bacterias que bloquean el oxígeno y provocan neumonía,fake
El Índice Nacional de Defunciones no está notificando menos muertes que en 2019,fake
"No,  no se están haciendo pruebas de coronavirus 'a cualquier voluntario que quiera hacérsela' en Motril (Granada) a fecha de 24/11/2020",fake
No se están enviando cámaras crematorias a distintos países para cremar fallecidos por COVID-19,fake
Es falso que 99% de las personas que contrajeron COVID se hayan recuperado sin vacuna,fake
No han prohibido en Alemania “el uso de la mascarilla en colegios y trabajo”: un juzgado local pidió mayor concreción a la norma,fake
"Detector: No,  las gárgaras de agua con sal,  bicarbonato y vinagre no eliminan el covid",fake
Cuidado con la cadena de WhatsApp que dice que el Gobierno está dando una tarjeta de débito prepagada por la pandemia de COVID-19: es 'phishing',fake
"No, en China las personas aún no regresan a “su vida normal”, persiste la pandemia",fake
Las afirmaciones falsas de la imagen viral que dice que las mascarillas quirúrgicas usan productos como el teflón que provocan cáncer,fake
Este mural no se pintó en 1994 ni es una prueba de que la pandemia fue planeada,fake
"No,  este vídeo no está grabado en el metro de París ni la Policía está deteniendo a esas personas por no llevar mascarilla: es Bucarest y los detenidos son ultras de un equipo de fútbol según la Gendarmería rumana",fake
